job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
583,DevOps Engineer,Kolkata,Finance,81021-118827,Wipro,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Part-time,Internship,MCA,Information Technology,Design,0
584,Operations Manager,Kolkata,Engineering,100381-132342,Swiggy,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Contract,Not Applicable,B.Tech,Healthcare,Engineering,0
585,Project Manager,Ahmedabad,IT,106489-149679,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Contract,Entry level,BCA,Retail,Product,0
586,HR Specialist,Gurgaon,Human Resources,86372-114913,Microsoft India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Part-time,Director,PhD,Information Technology,Operations,0
587,Operations Manager,Bengaluru,Finance,,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Internship,B.Tech,Retail,Design,0
588,Unlimited Income Opportunity,Anywhere,,100703-258324,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,Unlimited earning potential,1,0,0,Other,Not Applicable,,Other,,1
589,Financial Analyst,Pune,IT,57175-94348,Zomato,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Contract,Entry level,BCA,BFSI,Engineering,0
590,UI/UX Designer,Chennai,Engineering,,Accenture,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Full-time,Director,B.Com,Education,IT,0
591,Unlimited Income Opportunity,Online,,137285-200668,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1
592,Sales Executive,Delhi,Sales,62997-99681,Microsoft India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Contract,Entry level,B.Com,Retail,Design,0
593,Bitcoin Trading Expert Needed,Work From Home,,64383-197078,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Other,,1
594,Data Analyst,Chennai,Design,55948-75700,Microsoft India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,0,0,Contract,Not Applicable,BCA,Healthcare,Operations,0
595,Envelope Stuffing Job – High Pay,Work From Home,,99384-265815,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Unlimited earning potential,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,,1
596,Financial Analyst,Delhi,IT,,IBM India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,1,Part-time,Director,B.Tech,Education,Human Resources,0
597,Envelope Stuffing Job – High Pay,Anywhere,Sales,67150-281019,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,,1,0,0,Part-time,Not Applicable,Unspecified,Online,,1
598,Unlimited Income Opportunity,Online,Sales,185370-394641,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,,1,0,0,Other,Not Applicable,High School or equivalent,Online,Other,1
599,Operations Manager,Bengaluru,IT,32355-45117,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Full-time,Mid-Senior level,B.Tech,Retail,Design,0
600,Sales Executive,Noida,Sales,,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,0,1,Contract,Entry level,Bachelor's Degree,Retail,Marketing,0
601,Project Manager,Pune,Marketing,,HDFC Bank,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Temporary,Director,BCA,Finance,Human Resources,0
