job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
278,DevOps Engineer,Kolkata,IT,88479-103595,Microsoft India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,1,Temporary,Internship,B.Tech,Manufacturing,Marketing,0,164,140,1,1,103595,0,1,0,1,1,90,Low Risk,Real
279,DevOps Engineer,Pune,Finance,,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Full-time,Internship,Master's Degree,Healthcare,Operations,0,275,134,1,1,0,0,0,0,0,0,95,Low Risk,Real
280,Project Manager,Hyderabad,Engineering,,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Part-time,Mid-Senior level,B.Tech,BFSI,Product,0,194,134,1,1,0,0,0,0,1,1,90,Low Risk,Real
281,Online Data Entry – $80/hr,Remote,Sales,485224-649651,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,High School or equivalent,,,1,135,56,1,1,649651,1,1,3,1,1,36,Medium Risk,Fake
282,Product Manager,Kolkata,Engineering,77427-106072,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,0,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology,Product,0,275,140,1,1,106072,0,1,0,0,0,85,Low Risk,Real
283,Sales Executive,Noida,Operations,91137-103562,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Full-time,Mid-Senior level,B.Tech,Healthcare,Human Resources,0,275,134,1,0,103562,0,1,0,0,1,100,Low Risk,Real
284,Product Manager,Noida,Sales,,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,0,0,Contract,Entry level,B.Com,Manufacturing,Product,0,221,134,1,1,0,0,0,0,0,1,85,Low Risk,Real
285,Data Analyst,Bengaluru,Operations,,Microsoft India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Mid-Senior level,B.Com,Finance,Marketing,0,164,140,1,1,0,0,0,0,0,1,95,Low Risk,Real
286,HR Specialist,Kolkata,Finance,113283-153709,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,0,Part-time,Mid-Senior level,PhD,Healthcare,IT,0,275,130,1,0,153709,0,1,0,1,1,95,Low Risk,Real
287,Sales Executive,Ahmedabad,Marketing,79015-101072,TCS,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Contract,Mid-Senior level,MBA,Retail,Operations,0,221,130,1,0,101072,0,1,0,0,1,100,Low Risk,Real
288,Make Money Fast – Part Time,Remote,Sales,190130-478300,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,Unspecified,Online,Other,1,153,53,1,0,478300,1,1,5,1,1,25,High Risk,Fake
289,Customer Support Agent,Chennai,Finance,105156-141660,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Mid-Senior level,Master's Degree,Finance,Product,0,275,140,1,0,141660,0,1,0,0,1,100,Low Risk,Real
290,Data Analyst,Bengaluru,Human Resources,,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Mid-Senior level,Master's Degree,Retail,IT,0,275,130,1,2,0,0,0,0,1,1,85,Low Risk,Real
291,DevOps Engineer,Kolkata,Human Resources,,Wipro,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,1,Contract,Mid-Senior level,B.Com,Finance,Finance,0,275,130,1,1,0,0,0,0,0,0,95,Low Risk,Real
292,Bitcoin Trading Expert Needed,Online,Other,131289-423948,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,Unspecified,,,1,135,53,1,1,423948,1,1,4,1,1,28,High Risk,Fake
293,Financial Analyst,Kolkata,Human Resources,,Paytm,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Mid-Senior level,B.Tech,Finance,Engineering,0,164,130,1,1,0,0,0,0,0,1,95,Low Risk,Real
294,Secret Shopper – $500/day,Remote,,168267-429199,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,High School or equivalent,Online,Other,1,135,56,0,2,429199,1,1,3,1,1,0,High Risk,Fake
295,Customer Support Agent,Noida,Sales,57795-77666,Infosys,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,0,1,Temporary,Internship,B.Com,Finance,Product,0,164,140,1,0,77666,0,1,0,1,0,85,Low Risk,Real
296,Product Manager,Noida,Sales,111650-158325,Microsoft India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Entry level,BCA,Manufacturing,Design,0,194,140,1,0,158325,0,1,0,0,1,100,Low Risk,Real
297,Sales Executive,Pune,Product,87132-129357,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Education,Finance,0,194,134,1,0,129357,0,1,0,0,0,100,Low Risk,Real
298,Secret Shopper – $500/day,Online,Other,478314-770536,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,,1,0,0,Part-time,Not Applicable,High School or equivalent,Other,,1,153,56,1,1,770536,1,1,4,1,1,28,High Risk,Fake
299,Easy Money – No Experience Needed,Work From Home,,62248-314515,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,,1,0,0,Other,Not Applicable,High School or equivalent,Online,Other,1,156,53,0,3,314515,1,1,3,2,1,0,High Risk,Fake
